kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Hasilnya dikumpulkan kepada gurumu.,Hasilnya dikumpulkan kepda gurumu.,IPS,Deletion Error
Setiap orang memiliki peristiwa penting dalam hidupnya.,Setiap orang memiliki peristiwa penting dalam hidpnya.,IPS,Deletion Error
Peristiwa itu ada yang menyenangkan dan ada pula yang tidak menyenangkan.,Peristiwa itu da yang menyenangkan dan ada pula yang tidak menyenangkan.,IPS,Deletion Error
Semua peristiwa dapat diurutkan berdasarkan waktu terjadinya.,Semua peristiwa dapat diurutkan berdasarkan waktu teradinya.,IPS,Deletion Error
Peristiwa di masa lalu memiliki pengaruh terhadap peristiwa masa kini.,Peristiwa di masa lalu memiliki pengaruh teradap peristiwa masa kini.,IPS,Deletion Error
"Perilaku itu ada yang harus ditingkatkan, ada yang harus diperbaiki, dan ada yang harus ditinggalkan.","Perilaku itu da yang harus ditingkatkan, ada yang harus diperbaiki, dan ada yang harus ditinggalkan.",IPS,Deletion Error
Seperti apakah contoh peristiwa menyenangkan?,Seperti apakah contoh peristia menyenangkan?,IPS,Deletion Error
Seperti apakah contoh peristiwa menyedihkan itu?,Seperti apakah contoh peristia menyedihkan itu?,IPS,Deletion Error
Sebutkan perilaku yang harus ditingkatkan?,Sebutkan perilaku yang haru ditingkatkan?,IPS,Deletion Error
Apakah kamu pernah malas belajar?,Apakah kamu pernah mala belajar?,IPS,Deletion Error
Apa yang kamu lakukan untuk memperbaikinya?,Apa yang kamu laukan untuk memperbaikinya?,IPS,Deletion Error
Tiap orang punya orang tua.,Tiap oran punya orang tua.,IPS,Deletion Error
"Karena itu, dapat dibuat silsilah.","Karena itu, dapat dibut silsilah.",IPS,Deletion Error
Kamu harus tahu silsilah keluargamu.,Kamu harus tahu slsilah keluargamu.,IPS,Deletion Error
Kamu harus tahu kedudukan anak.,Kamu harus tahu kedudukn anak.,IPS,Deletion Error
Kamu harus tahu kedudukan orang tua.,Kamu harus tahu kedudukn orang tua.,IPS,Deletion Error
Kamu juga harus tahu peran anggota keluarga.,Kamu juga harus tahu peran anggota kelarga.,IPS,Deletion Error
Guru membimbing anak untuk mengetahui arti silsilah keluarga dan dapat menceritakan silsilah keluarganya.,Guru membimbing anak untuk mengetahui arti ilsilah keluarga dan dapat menceritakan silsilah keluarganya.,IPS,Deletion Error
Silsilah keluarga dimiliki setiap keluarga.,Silsilah keluarga dimiliki setip keluarga.,IPS,Deletion Error
Silsilah keluarga artinya asal-usul keluarga.,Silsilah keluarga artinya asal-sul keluarga.,IPS,Deletion Error
Keluargamu tentu juga memiliki silsilah keluarga.,Keluargamu tentu juga memiiki silsilah keluarga.,IPS,Deletion Error
Aki rahmat dan nini ratna adalah orang tua ayahku.,Aki rahmat dan nini ratna adalah orag tua ayahku.,IPS,Deletion Error
"Ayahku adalah orang sunda, jadi kakek dan nenekku dipanggil aki dan nini.","Ayahku adalah orang sunda, jadi kakek an nenekku dipanggil aki dan nini.",IPS,Deletion Error
Eyang kakung argo dan eyang putri lasmi adalah orang tua ibuku.,Eyang kakung argo dan eyang putri lasi adalah orang tua ibuku.,IPS,Deletion Error
Ibuku adalah orang jawa.,Ibuku adalah orag jawa.,IPS,Deletion Error
Kakek disebut dengan eyang kakung dan nenek disebut dengan eyang putri.,Kakek disebut dengan eyang kakung dan nnek disebut dengan eyang putri.,IPS,Deletion Error
Jadi aku memiliki dua kakek dan dua nenek.,Jadi aku memiliki ua kakek dan dua nenek.,IPS,Deletion Error
"Ayah adalah anak bungsu dan memiliki satu kakak, namanya sarah.","Ayah adalah anak bungsu dan memiliki sat kakak, namanya sarah.",IPS,Deletion Error
Aku memanggilnya uwak sarah.,Aku memanggilnya uwa sarah.,IPS,Deletion Error
Uwak sarah menikah dengan uwak tanto.,Uwak sarah menikah dengn uwak tanto.,IPS,Deletion Error
"Mereka memiliki dua anak, yaitu nindi dan hari.","Mereka memiliki dua anak, yaitu nindi an hari.",IPS,Deletion Error
Mereka adalah sepupuku.,Mereka adalah seppuku.,IPS,Deletion Error
"Ibuku memiliki saudara kembar, namanya tante rina.","Ibuku memiliki saudara kembar, namanya tante rin.",IPS,Deletion Error
Wajah ibu dan tante rina sangat mirip.,Wajah ibu dan tante rina sangat mrip.,IPS,Deletion Error
Tante rina menikah dengan om wandi tapi mereka belum punya anak.,Tante rina menikah dengan om wandi tap mereka belum punya anak.,IPS,Deletion Error
"Seperti ibuku, aku juga anak kembar.","Seperti ibuku, aku uga anak kembar.",IPS,Deletion Error
Saudara kembarku namanya irna.,Saudara kembarku nmanya irna.,IPS,Deletion Error
Namaku adalah irma.,Namaku adalah irm.,IPS,Deletion Error
Orang sering bingung mengenali kami.,Orang sering bingung mengenai kami.,IPS,Deletion Error
"Aku juga punya adik, namanya tomi.","Aku juga punya dik, namanya tomi.",IPS,Deletion Error
Tomi masih balita.,Tomi masih balta.,IPS,Deletion Error
Apa artinya silsilah keluarga itu?,Apa artinya silsilah kelurga itu?,IPS,Deletion Error
Silsilah keluarga siapakah yang diceritakan tadi?,Silsilah keluarga siapakah ang diceritakan tadi?,IPS,Deletion Error
Sebutkan nama kakek irma?,Sebutkan nama kakk irma?,IPS,Deletion Error
Siapakah orang tua nindi?,Siapakah orang ua nindi?,IPS,Deletion Error
Siapakah saudara kembar ibu dan siapakah suaminya?,Siapakah saudara kembar ibu dan siapakah suainya?,IPS,Deletion Error
Buatlah silsilah keluargamu sendiri seperti contoh.,Buatlah silsilah keluargamu sendri seperti contoh.,IPS,Deletion Error
Tanyakan pada orang tuamu.,Tanyakan pada orag tuamu.,IPS,Deletion Error
Ceritakanlah kepada teman-temanmu di kelas tentang silsilah keluargamu.,Ceritakanlah kepada teman-temanmu di kelas tentang ilsilah keluargamu.,IPS,Deletion Error
Secara umum guru menerangkan kedudukan serta peran semua anggota keluarga.,Secara umum guru menerangkan kedudukan serta pern semua anggota keluarga.,IPS,Deletion Error
"Lebih baik jika guru menjelaskan dengan memberi contoh menggunakan alat peraga, misalnya foto satu keluarga (tergantung kreativitas guru).","Lebih baik jika guru menjelaskan dengan memeri contoh menggunakan alat peraga, misalnya foto satu keluarga (tergantung kreativitas guru).",IPS,Deletion Error
Bimbinglah anak supaya mengetahui peran dan kedudukannya sendiri dalam keluarga.,Bimbinglah anak supaya mengetahui peran dan keddukannya sendiri dalam keluarga.,IPS,Deletion Error
"Setiap orang mempunyai keluarga, seperti juga kamu.","Setiap orang mempunyai keluarga, seperti juga kam.",IPS,Deletion Error
"Di dalam keluarga biasanya terdiri dari beberapa orang, misalnya ada ayah, ibu, nenek, kakek, kakak, adik, dan lain-lain.","Di dalam keluarga biasanya terdiri dari bberapa orang, misalnya ada ayah, ibu, nenek, kakek, kakak, adik, dan lain-lain.",IPS,Deletion Error
Coba sebutkan ada siapa saja di rumahmu?,Coba sebutkan ada siapa saja di rumhmu?,IPS,Deletion Error
Semua anggota keluarga mempunyai kedudukan.,Semua anggota keluarga mempunyi kedudukan.,IPS,Deletion Error
Kedudukan setiap anggota keluarga berbeda.,Kedudukan setiap anggota kelurga berbeda.,IPS,Deletion Error
Ini adalah keluarga andrea.,Ini adalah kelarga andrea.,IPS,Deletion Error
Jumlah anggota keluarga andrea ada lima orang.,Jumlah anggota keluarga andrea ada lima orag.,IPS,Deletion Error
"Yaitu ayah, ibu, kakak, andrea, dan adik.","Yaitu ayah, ibu, kakak, andrea, dan adi.",IPS,Deletion Error
Andrea adalah anak kedua dari tiga bersaudara.,Andrea adalah anak kedua dari tiga beraudara.,IPS,Deletion Error
Kakak andrea namanya pasya.,Kakak andrea nmanya pasya.,IPS,Deletion Error
Pasya adalah anak pertama.,Pasya adalah ana pertama.,IPS,Deletion Error
Dimi adalah adik andrea.,Dimi adalah adi andrea.,IPS,Deletion Error
Ayah andrea namanya pak aswan.,Ayah andrea namanya ak aswan.,IPS,Deletion Error
"Pak aswan adalah kepala keluarga, suami, dan ayah.","Pak aswan adalah kepala keluarga, suami, an ayah.",IPS,Deletion Error
Ibunda andrea bernama intan.,Ibunda andrea berama intan.,IPS,Deletion Error
Sehari-hari dipanggil bu aswan karena ibu adalah istri pak aswan.,Sehari-hari dipanggil bu aswan karena ibu adaah istri pak aswan.,IPS,Deletion Error
Guru menerangkan tentang kedudukan orang tua dalam keluarga.,Guru menerangkan tentang kedudukan orang tua dlam keluarga.,IPS,Deletion Error
