kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Apa yang harus dilakukan dengan perilaku yang buruk atau tidak baik?,Apa gyan harus dilakukan dengan perilaku yang buruk atau tidak baik?,IPS,Transposition Error
Bagaimana akibatnya jika kita memiliki perilaku yang baik?,Bagaimana akibatnya jika kita memiliki perilaku gyan baik?,IPS,Transposition Error
Cermatilah perilaku di bawah ini!,Cermatilah perilaku di bahwa ini!,IPS,Transposition Error
"Diskusikan dengan temanmu apakah perilaku ini harus diperbaiki, ditingkatkan, atau dipertahankan.","Diskusikan dengan temanmu apakah perilaku ini uhars diperbaiki, ditingkatkan, atau dipertahankan.",IPS,Transposition Error
Hasilnya dikumpulkan kepada gurumu.,Hasilnya dikumpulkan kepdaa gurumu.,IPS,Transposition Error
Setiap orang memiliki peristiwa penting dalam hidupnya.,Setiap orang memiliki peristiwa penting dalam hidpunya.,IPS,Transposition Error
Peristiwa itu ada yang menyenangkan dan ada pula yang tidak menyenangkan.,Peristiwa itu ada ygan menyenangkan dan ada pula yang tidak menyenangkan.,IPS,Transposition Error
Semua peristiwa dapat diurutkan berdasarkan waktu terjadinya.,Semua peristiwa dapat diurutkan berdasarkan waktu teradinjya.,IPS,Transposition Error
Peristiwa di masa lalu memiliki pengaruh terhadap peristiwa masa kini.,Peristiwa di masa lalu memiliki pengaruh terahdap peristiwa masa kini.,IPS,Transposition Error
"Perilaku itu ada yang harus ditingkatkan, ada yang harus diperbaiki, dan ada yang harus ditinggalkan.","Perilaku itu ada yang arhus ditingkatkan, ada yang harus diperbaiki, dan ada yang harus ditinggalkan.",IPS,Transposition Error
Seperti apakah contoh peristiwa menyenangkan?,Seperti apakah contoh periwstia menyenangkan?,IPS,Transposition Error
Seperti apakah contoh peristiwa menyedihkan itu?,Seperti apakah contoh periwstia menyedihkan itu?,IPS,Transposition Error
Sebutkan perilaku yang harus ditingkatkan?,Sebutkan perilaku yang hasru ditingkatkan?,IPS,Transposition Error
Apakah kamu pernah malas belajar?,Apakah kamu pernah masla belajar?,IPS,Transposition Error
Apa yang kamu lakukan untuk memperbaikinya?,Paa yang kamu lakukan untuk memperbaikinya?,IPS,Transposition Error
Tiap orang punya orang tua.,Tiap organ punya orang tua.,IPS,Transposition Error
"Karena itu, dapat dibuat silsilah.","Karena itu, dapat diabut silsilah.",IPS,Transposition Error
Kamu harus tahu silsilah keluargamu.,Kamu harus tahu slsilaih keluargamu.,IPS,Transposition Error
Kamu harus tahu kedudukan anak.,Kamu harus tahu keduadukn anak.,IPS,Transposition Error
Kamu harus tahu kedudukan orang tua.,Kamu harus tahu keduadukn orang tua.,IPS,Transposition Error
Kamu juga harus tahu peran anggota keluarga.,Kamu juga harus tahu peran anggota kelaurga.,IPS,Transposition Error
Guru membimbing anak untuk mengetahui arti silsilah keluarga dan dapat menceritakan silsilah keluarganya.,Guru membimbing anak untuk mengetahui arti ilsislah keluarga dan dapat menceritakan silsilah keluarganya.,IPS,Transposition Error
Silsilah keluarga dimiliki setiap keluarga.,Silsilah keluarga dimiliki seatip keluarga.,IPS,Transposition Error
Silsilah keluarga artinya asal-usul keluarga.,Silsilah keluarga artinya asalu-sul keluarga.,IPS,Transposition Error
Keluargamu tentu juga memiliki silsilah keluarga.,Keluargamu tentu juga memiikli silsilah keluarga.,IPS,Transposition Error
Aki rahmat dan nini ratna adalah orang tua ayahku.,Aki rahmat dan nini ratna adalah norag tua ayahku.,IPS,Transposition Error
"Ayahku adalah orang sunda, jadi kakek dan nenekku dipanggil aki dan nini.","Ayahku adalah orang sunda, jadi kakek dan nenekku dipanglgi aki dan nini.",IPS,Transposition Error
Eyang kakung argo dan eyang putri lasmi adalah orang tua ibuku.,Eyang kakung argo dan eyang putri mlasi adalah orang tua ibuku.,IPS,Transposition Error
Ibuku adalah orang jawa.,Ibuku adalah norag jawa.,IPS,Transposition Error
Kakek disebut dengan eyang kakung dan nenek disebut dengan eyang putri.,Kakek disebut dengan eyang kakung dan ennek disebut dengan eyang putri.,IPS,Transposition Error
Jadi aku memiliki dua kakek dan dua nenek.,Jiad aku memiliki dua kakek dan dua nenek.,IPS,Transposition Error
"Ayah adalah anak bungsu dan memiliki satu kakak, namanya sarah.","Ayah adalah anak bungsu dan memiliki usat kakak, namanya sarah.",IPS,Transposition Error
Aku memanggilnya uwak sarah.,Aku memanggilnya kuwa sarah.,IPS,Transposition Error
Uwak sarah menikah dengan uwak tanto.,Uwak sarah menikah deangn uwak tanto.,IPS,Transposition Error
"Mereka memiliki dua anak, yaitu nindi dan hari.","Amerek memiliki dua anak, yaitu nindi dan hari.",IPS,Transposition Error
Mereka adalah sepupuku.,Mereka adalah seppuuku.,IPS,Transposition Error
"Ibuku memiliki saudara kembar, namanya tante rina.","Ibuku memiliki saudara kembar, namanya tante arin.",IPS,Transposition Error
Wajah ibu dan tante rina sangat mirip.,Wajah ibu dan tante rina sangat imrip.,IPS,Transposition Error
Tante rina menikah dengan om wandi tapi mereka belum punya anak.,Tante rina menikah dengan om wandi itap mereka belum punya anak.,IPS,Transposition Error
"Seperti ibuku, aku juga anak kembar.","Seperti ibuku, aku ugja anak kembar.",IPS,Transposition Error
Saudara kembarku namanya irna.,Saudara kembarku nmanaya irna.,IPS,Transposition Error
Namaku adalah irma.,Namaku adalah airm.,IPS,Transposition Error
Orang sering bingung mengenali kami.,Orang sering bingung menglenai kami.,IPS,Transposition Error
"Aku juga punya adik, namanya tomi.","Aku juga punya diak, namanya tomi.",IPS,Transposition Error
Tomi masih balita.,Tomi masih baltia.,IPS,Transposition Error
Apa artinya silsilah keluarga itu?,Apa artinya silsilah kelurgaa itu?,IPS,Transposition Error
Silsilah keluarga siapakah yang diceritakan tadi?,Silsilah keluarga siapakah anyg diceritakan tadi?,IPS,Transposition Error
Sebutkan nama kakek irma?,Sebutkan nama ekakk irma?,IPS,Transposition Error
Siapakah orang tua nindi?,Siapahka orang tua nindi?,IPS,Transposition Error
Siapakah saudara kembar ibu dan siapakah suaminya?,Siapakah saudara kembar ibu dan siapakah suaimnya?,IPS,Transposition Error
Buatlah silsilah keluargamu sendiri seperti contoh.,Buatlah silsilah keluargamu seindri seperti contoh.,IPS,Transposition Error
Tanyakan pada orang tuamu.,Tanyakan pada norag tuamu.,IPS,Transposition Error
Ceritakanlah kepada teman-temanmu di kelas tentang silsilah keluargamu.,Ceritakanlah kepada teman-temanmu di kelas tentang ilsislah keluargamu.,IPS,Transposition Error
Secara umum guru menerangkan kedudukan serta peran semua anggota keluarga.,Secara umum guru menerangkan kedudukan serta apern semua anggota keluarga.,IPS,Transposition Error
"Lebih baik jika guru menjelaskan dengan memberi contoh menggunakan alat peraga, misalnya foto satu keluarga (tergantung kreativitas guru).","Lebih baik jika guru menjelaskan dengan memebri contoh menggunakan alat peraga, misalnya foto satu keluarga (tergantung kreativitas guru).",IPS,Transposition Error
Bimbinglah anak supaya mengetahui peran dan kedudukannya sendiri dalam keluarga.,Bimbinglah anak supaya mengetahui peran dan keddukannyua sendiri dalam keluarga.,IPS,Transposition Error
"Setiap orang mempunyai keluarga, seperti juga kamu.","Setiap orang mempunyai keluarga, seperti juga ukam.",IPS,Transposition Error
"Di dalam keluarga biasanya terdiri dari beberapa orang, misalnya ada ayah, ibu, nenek, kakek, kakak, adik, dan lain-lain.","Di dalam keluarga biasanya terdiri dari bbereapa orang, misalnya ada ayah, ibu, nenek, kakek, kakak, adik, dan lain-lain.",IPS,Transposition Error
Coba sebutkan ada siapa saja di rumahmu?,Coba sebutkan ada siapa saja di rumhamu?,IPS,Transposition Error
Semua anggota keluarga mempunyai kedudukan.,Semua anggota keluarga mempaunyi kedudukan.,IPS,Transposition Error
Kedudukan setiap anggota keluarga berbeda.,Kedudukan setiap anggota kelurgaa berbeda.,IPS,Transposition Error
Ini adalah keluarga andrea.,Ini adalah kelaurga andrea.,IPS,Transposition Error
Jumlah anggota keluarga andrea ada lima orang.,Jumlah anggota keluarga andrea ada lima norag.,IPS,Transposition Error
"Yaitu ayah, ibu, kakak, andrea, dan adik.","Yaitu ayah, ibu, kakak, andrea, dan kadi.",IPS,Transposition Error
Andrea adalah anak kedua dari tiga bersaudara.,Andrea adalah anak kedua dari tiga beraudasra.,IPS,Transposition Error
Kakak andrea namanya pasya.,Kakak andrea nmanaya pasya.,IPS,Transposition Error
Pasya adalah anak pertama.,Pasya adalah kana pertama.,IPS,Transposition Error
Dimi adalah adik andrea.,Dimi adalah kadi andrea.,IPS,Transposition Error
Ayah andrea namanya pak aswan.,Ahya andrea namanya pak aswan.,IPS,Transposition Error
"Pak aswan adalah kepala keluarga, suami, dan ayah.","Apk aswan adalah kepala keluarga, suami, dan ayah.",IPS,Transposition Error
Ibunda andrea bernama intan.,Ibunda andrea beranma intan.,IPS,Transposition Error
Sehari-hari dipanggil bu aswan karena ibu adalah istri pak aswan.,Sehari-hari dipanggil bu aswan karena ibu adaalh istri pak aswan.,IPS,Transposition Error
Guru menerangkan tentang kedudukan orang tua dalam keluarga.,Guru menerangkan tentang kedudukan orang tua adlam keluarga.,IPS,Transposition Error
Munculkan rasa hormat anak terhadap orang tuanya.,Munculkan rasa hormat anak terhadap orang tuayna.,IPS,Transposition Error
